эффективная_цена	остаток_уточненный	разница_к_прайсу_%	статус_цены	стоимости_абонементов	скидки_абонементов	комментарий_проверки_цены	abonement_ids
114000	0	0	оплачено со скидкой/ранним бронированием	114000.0	-27000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	f19e07b0-1a91-c61a-c320-6a0d82ab4f7c
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	25010da8-cca8-55a4-2956-69b139dba132
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ca2372c7-4aa1-3ee3-a4df-69709031ceb2
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
74727.5	0	-0.0069	оплачено	74727.5	12272.5	Оплата покрывает персональную цену	8193a555-3a5d-bde7-2346-6980829be221
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a860488-ebe0-1eb1-cf7f-697cb147d101
85405	0	0.2508	оплачено	85405.0	1595.0	Оплата покрывает персональную цену	f37a06e7-7ec2-c0bc-a88b-69675bbfdbeb
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	953b89f9-e256-440b-7c68-69c3a20b002d
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	623ac866-c8af-4d4a-b35d-697a687efe54
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	786864fc-101e-8f01-89b7-69e9ca9a34bd
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	32e1a2b1-43fb-c525-7706-6983675ed4ad
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	395d787f-b517-3a89-6f54-69d76a3e7cd8
30000	0	0.7368	оплачено			Оплата покрывает персональную цену	
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	821f7fa5-7a23-7609-2a7c-6a0dce3e7eba
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	b8e75424-1b9f-1e82-e9c0-69b1701a8bba
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6a33782b-550e-aa61-f02e-698396a98ff3
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c23d6182-8adc-cd52-3e0a-69a816759e58
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c44c1714-d38b-8329-9b2c-69675a5b81b9
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b724278c-cadf-1dc7-6d19-69bbac972b77
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c67502a8-5824-27a2-22d3-6981f1e675dc
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	ddeb4e15-d546-d658-bef2-696758255e13
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	28ab6a30-35b2-9951-9c0a-69675e8dd096
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8c3fd701-e05c-c393-82cf-69cd0219b4a6
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	24925d0d-7da8-7ed3-1923-698392cfa675
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a70a3afb-cae9-a2a7-cae4-69d774118d55
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	59696830-8c23-aad1-f639-69d774bbf59b
79610	0	0.3017	оплачено	79610	7390	Оплата покрывает персональную цену	82d88a3e-6ee1-7972-f9fa-69787ec8169c
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e4cf732e-c249-1ca3-f62a-69a81b6b0334
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ca33cc1f-e4ae-1bcc-9d9b-699ecfa096bc
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	5bfe55ac-0e73-5b13-d290-69ccfc565e4f
94620	0	0.17	оплачено со скидкой/ранним бронированием	94620	-7620	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a4d1185e-b8aa-0550-6da1-69a81892f5a3
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9973ef34-6297-e75d-a802-69e0c0935826
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1934739e-bf4a-28e4-fd2c-69a81b9df0ae
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4e51958c-bfb1-447b-99d0-69839077ea39
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8d7c03b9-fc4c-cbdf-07c8-6a0c60d93eff
89640	0	0.2137	оплачено со скидкой/ранним бронированием	89640	-2640	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3c7d53ae-5d59-564a-6ed7-69a7eaeac962
114000	0	-0.5	оплачено	114000	-27000	Оплата покрывает персональную цену	36c361d9-59b5-35b8-8323-69e8c3f1967b
83800	0	0.2649	оплачено	83800	3200	Оплата покрывает персональную цену	d591fa5e-1f89-f53d-1dd7-69675d6fdca2
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	77b5db65-d436-ea27-298c-69f075d841a9
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	8b7a052d-7b49-74c1-ee11-69cbbb524148
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	351073d8-b253-613d-1e29-69675dfa3445
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ba634474-7808-0922-6cc3-6981ebc4b529
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1895c2fd-e5e5-f719-9dd8-698391581ecb
89600	0	0.214	оплачено со скидкой/ранним бронированием	89600	-2600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ca2c9fd3-663c-91be-1f97-69a7eafa5ade
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	36a539b6-53ee-b90c-97a8-69f2fff7ae8f
102000	0	0.1053	оплачено со скидкой/ранним бронированием	102000.0	-15000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e4f4c608-7c87-bc81-8853-699ecc2eab36
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	318fe109-3b6d-2084-92bf-69e9cde8d0c0
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b2fd3b49-b495-5a9f-0e11-6a01c448bb8a
83800	0	0.2649	оплачено	83800.0	3200.0	Оплата покрывает персональную цену	ed90b96f-de5d-3a65-4f8f-699d8ab0ec26
96900	0	0.15	оплачено со скидкой/ранним бронированием	96900	-9900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a420157-c1c9-1943-2753-69a7f2d25bd4
94600	0	0.1702	оплачено со скидкой/ранним бронированием	94600	-7600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2a80c5e5-1d75-86ec-37c7-69e1d7b391ae
102000	0	0.1053	оплачено со скидкой/ранним бронированием	102000.0	-15000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	ee09c03a-0dc0-a77e-ece4-69df46eaf29d
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900.0	-2900.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	eba3de9f-9356-065f-22f8-69675c503591
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2e2e6bca-5c6e-f40c-c985-69a816c748ab
84660	0	0.2574	оплачено	84660	2340	Оплата покрывает персональную цену	4b560a33-7f05-695b-4b7c-69a7f6a20edb
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4010f275-a560-4d5c-d0e4-697dcc48c3ec
114000	0	0	оплачено со скидкой/ранним бронированием	114000.0	-27000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e793890a-3796-fecf-9a08-69f069e57d32
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	97bd0308-6638-f9cc-4e75-69e1d8e729f1
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	889ffe08-6875-03ef-6b7b-69e1d87e2e52
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9124527c-2710-19ba-972e-69e1d87ce99b
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	cd182733-71a3-8ced-9412-69d764fc9653
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e44d9956-d90b-dbbb-9186-6a0c5f793cb7
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	587a75aa-0446-9035-f0d9-69675867781a
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
114000	0	0	оплачено со скидкой/ранним бронированием	114000.0	-27000.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	f2758f6b-225e-bfa8-ef35-6a01c758eb4a
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9aa959b1-d5dd-bda0-51ee-69a8184f941c
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	14f38ce2-a8a9-abba-9ce1-69e8d1b03969
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3841d3a2-2f2b-8e25-2bba-69708ccc9149
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c74b7527-8402-9d0d-10d8-6a01c5e23718
86310	0	0.2429	оплачено со скидкой/ранним бронированием	86310	690	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	bfb2e9d8-a9bd-36ec-6683-69a81bcdd225
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	195a9d80-e01c-6c69-6005-69e1285a8bd3
102000	0	0.1053	оплачено со скидкой/ранним бронированием	102000	-15000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2fa54cc5-9fe5-be8c-0472-6992df6ad1f8
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9b67446b-29a8-bd32-3437-697a6cc6c72a
91105	45000	0.5956	частично/долг	91105	-4105	Оплата меньше персональной цены	8f6b3c75-9f40-d6fb-c0b4-69df6d750e7f
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	69c6f25d-6e5d-5bdf-a432-6a0c5c55d13e
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	902a0119-0f87-64c1-4653-6a0c5bb50b6c
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6e72b124-790e-fa95-c306-69dce37c01ea
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	71eb7f88-b976-bcaf-a309-69675df2f3a5
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	155f22a5-d978-3ff7-8242-69e0c357c3bb
95900	0	-0.5289	оплачено	78400, 95900	8600, -8900	Оплата покрывает персональную цену	4db8cdfe-abda-d2c1-0b66-69848ec41ad5, 9cd95aaa-81dd-eca8-e1a9-69dce38ada95
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	64ad536c-2e3c-31d8-6696-698c548bb182
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b8593385-ad24-88d0-5be9-69675e9a3704
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9a70596c-369c-e24e-3fad-6981ebd1ba98
95900	450	0.1627	частично/долг	95900	-8900	Оплата меньше персональной цены	c57f201e-64ca-4d88-a262-69b17028c417
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4f904a14-d512-a305-fcb1-69675c7c8ae6
103300	0	0.0939	оплачено со скидкой/ранним бронированием	103300.0	-16300.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e713bda7-73e1-5a31-a62b-69f07531dfbf
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
83800	0	0.2649	оплачено	83800	3200	Оплата покрывает персональную цену	708c1e72-e2a3-4b2f-c3c2-69675cd14dc7
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2b9208fc-05dd-5044-a055-69708b8e5256
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	7d93f1c0-874a-d0df-a310-69c2626897b4
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	52676580-c1fc-585c-f141-69a15c129d10
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	41af0b94-ce99-a12b-1a5c-6a0ef2fddb28
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1cddfde2-16ed-14dd-f706-6a1813b9d168
91107.5	0	0.2008	оплачено со скидкой/ранним бронированием	91107.5	-4107.5	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	972600cf-8d0c-0ca9-8470-69a81e4a7c81
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9e0ca3c5-e59d-d155-2a02-69e9cce1a99f
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	1283358f-6515-db3b-5d61-69b1717bb32f
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	99d25499-bdef-d98c-7dc3-69d64075656f
85405	0	0.2508	оплачено	85405	1595	Оплата покрывает персональную цену	e43c8923-a60a-0d94-7ae5-69dcc23b6e69
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105.0	-4105.0	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	e929f587-6741-120f-4e84-69c3a1cac9a7
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6e46e98d-aaa9-67b5-4b5d-69f06975bd23
79500	0	0.3026	оплачено	79500	7500	Оплата покрывает персональную цену	89f7712f-67fd-ac34-ad87-6967588a442b
79500	0	0.3026	оплачено	79500.0	7500.0	Оплата покрывает персональную цену	e9f4f314-f268-1bf2-87a3-69675eafcd24
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	18d50bec-7a96-2cda-39d7-69d76198df9e
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	2aaccb23-f45d-cdd7-d3f1-6981e5493dfa
106200	0	0.0684	оплачено со скидкой/ранним бронированием	106200	-19200	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a1d6cb03-ec58-7cc9-32f6-69cbbbabb5a9
84728	0	0.2568	оплачено	84728.0	2272.0	Оплата покрывает персональную цену	df80884f-2842-018c-eea9-6981eb359c40
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3f8e4e65-17c7-09c5-59c9-698393b4b758
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b431fe78-4bea-c009-9943-69a5ad6049e9
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	246eb11f-b175-8c00-7297-69a15bef11e3
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a4abb284-fa24-00c4-5011-69675eeff62b
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3d1b4784-af14-3a87-72f9-6a0d8276b47c
71920	0	0.3691	оплачено	71920	15080	Оплата покрывает персональную цену	3d18b78c-a6f1-e2ce-5345-6967596d1e71
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b1fd1d1c-03f6-4ecd-9b90-69df43480eb3
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8bc118c5-80c1-5b1b-7824-69bba9dcebf5
106020	0	0.07	оплачено со скидкой/ранним бронированием	106020	-19020	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	7d3f81a4-35cc-3e77-3ae9-69d640d06da7
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	77b9d32a-4a6d-458f-2df9-6a0dce88f6eb
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	3f4f4a32-71c6-58e2-2e16-69e091508602
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	9828ae4e-3b60-d332-3b71-69df459da517
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6dbc2914-8f9e-d4df-7dcf-6a0c5ce82e54
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	627a09f7-2727-3bc3-9239-69b13deb7079
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	74eb054d-318c-0539-bdc1-69e9c9b88182
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	65a10b07-4763-4b7b-1150-6998aa7dce26
105752	0	0.0724	оплачено со скидкой/ранним бронированием	105752	-18752	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	524a5b4b-ace8-1a2e-fdd8-69c268accc76
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4eb32f96-8586-8c5e-557a-69f073657d8f
108300	0	0.05	оплачено со скидкой/ранним бронированием	108300	-21300	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	da82611f-dbfe-e841-f489-69df4645b575
99600	0	0.1263	оплачено со скидкой/ранним бронированием	99600	-12600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8c5d3560-ca30-4b0e-1005-69a81621b5e0
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	b77641b8-d82e-5e3d-5922-69c26311ec72
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	8b996e2a-a6d4-90f6-bbc9-6a141db24152
114000	114000	1	нет оплаты			Подтвержденной оплаты ЛВШ-2026 не найдено	
95900	0	0.1588	оплачено со скидкой/ранним бронированием	95900	-8900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6741350e-529d-d60a-64cf-69c3a051ea8e
91105	0	0.2008	оплачено со скидкой/ранним бронированием	91105	-4105	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	cf369a56-b7a5-2aae-db2b-6981eab3979d
95900	0	-0.5289	оплачено	95900	-8900	Оплата покрывает персональную цену	beefa6ab-de8a-b82a-fd68-69bbb0009978
108000	0	0.0526	оплачено со скидкой/ранним бронированием	108000	-21000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	885e8209-6052-a0c9-7154-69f06f12b6fc
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	6139e79c-339b-f9d7-2567-69cbc0c30b33
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	648509fb-496a-b427-1366-6a01c53d6943
114000	0	0	оплачено со скидкой/ранним бронированием	114000	-27000	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	4c0fe072-b697-63a7-52d7-6a0de80f09ca
89900	0	0.2114	оплачено со скидкой/ранним бронированием	89900	-2900	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	a7e1056a-46ab-b4d1-19d5-69675adc6991
102600	0	0.1	оплачено со скидкой/ранним бронированием	102600	-15600	Стоимость абонемента или оплаты принята как персональная цена; разница к прайсу не больше 25%	c92f30e2-9c8b-4cd0-ee9e-6a0d82722474
